Participant,Speeds-Count,Speed1,Block,Distance,Direction,LToR-or-RToL,Execution-time,Speed2,Average,Reg,Speed1,Speed2,Average1,Average2,Average3,Relative-Speed
23,3,2,1,Medium,Vertical,L,0.025,6.75E-05,5.63E-04,-0.0004955,3,4.14E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,1,Medium,Diagonal,R,0.022,5.38E-05,5.63E-04,-0.0005092,3,1.43E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,1,Medium,Diagonal,L,0.024,5.79E-05,5.63E-04,-0.0005051,3,2.14E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,1,Long,Horizontal,R,1.036,0.001865574,5.63E-04,0.001302574,3,1.41E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,1,Long,Horizontal,L,0.036,6.35E-05,5.63E-04,-0.0004995,3,1.45E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,1,Long,Vertical,R,1.002,0.001828358,5.63E-04,0.001265358,3,1.01E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,1,Long,Vertical,L,0.033,5.86E-05,5.63E-04,-0.0005044,3,1.34E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,1,Long,Diagonal,R,0.03,5.01E-05,5.63E-04,-0.0005129,3,9.29E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,1,Long,Diagonal,L,1.008,0.001708119,5.63E-04,0.001145119,3,1.03E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,1,Short,Horizontal,R,0.09,5.97E-04,5.63E-04,0.000034,3,1.15E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Short,Horizontal,L,0.008,5.23E-05,5.63E-04,-0.0005107,3,8.31E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Short,Vertical,R,0.052,3.42E-04,5.63E-04,-0.000221,3,1.00E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Short,Vertical,L,0.009,5.53E-05,5.63E-04,-0.0005077,3,8.22E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Short,Diagonal,R,0.05,2.61E-04,5.63E-04,-0.000302,3,1.61E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Short,Diagonal,L,0.021,8.12E-05,5.63E-04,-0.0004818,3,1.12E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Medium,Horizontal,R,1.025,0.003184366,5.63E-04,0.002621366,3,1.04E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Medium,Horizontal,L,0.07,1.94E-04,5.63E-04,-0.000369,3,1.00E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Medium,Vertical,R,0.038,1.09E-04,5.63E-04,-0.000454,3,8.94E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Medium,Vertical,L,0.013,3.60E-05,5.63E-04,-0.000527,3,5.52E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Medium,Diagonal,R,0.021,5.28E-05,5.63E-04,-0.0005102,3,3.75E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Medium,Diagonal,L,0.022,5.71E-05,5.63E-04,-0.0005059,3,4.25E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Long,Horizontal,R,0.019,3.24E-05,5.63E-04,-0.0005306,3,6.81E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Long,Horizontal,L,0.035,6.26E-05,5.63E-04,-0.0005004,3,1.22E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Long,Vertical,R,0.032,5.73E-05,5.63E-04,-0.0005057,3,9.30E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Long,Vertical,L,0.039,6.77E-05,5.63E-04,-0.0004953,3,1.01E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Long,Diagonal,R,0.037,6.46E-05,5.63E-04,-0.0004984,3,2.60E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,1,Long,Diagonal,L,0.02,3.19E-05,5.63E-04,-0.0005311,3,9.64E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Short,Horizontal,R,0.027,1.62E-04,5.63E-04,-0.000401,3,7.12E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Short,Horizontal,L,0.051,3.17E-04,5.63E-04,-0.000246,3,8.19E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Short,Vertical,R,0.022,1.27E-04,5.63E-04,-0.000436,3,0.021352329,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Short,Vertical,L,0.033,2.05E-04,5.63E-04,-0.000358,3,1.67E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Short,Diagonal,R,0.04,1.46E-04,5.63E-04,-0.000417,3,7.61E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Short,Diagonal,L,0.012,3.61E-05,5.63E-04,-0.0005269,3,7.22E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Medium,Horizontal,R,0.038,1.02E-04,5.63E-04,-0.000461,3,4.52E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Medium,Horizontal,L,0.045,1.24E-04,5.63E-04,-0.000439,3,9.34E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Medium,Vertical,R,0.014,3.97E-05,5.63E-04,-0.0005233,3,5.64E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Medium,Vertical,L,0.04,1.11E-04,5.63E-04,-0.000452,3,5.06E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Medium,Diagonal,R,0.054,1.23E-04,5.63E-04,-0.00044,3,1.19E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Medium,Diagonal,L,0.04,1.10E-04,5.63E-04,-0.000453,3,8.85E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Long,Horizontal,R,0.038,6.83E-05,5.63E-04,-0.0004947,3,8.96E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Long,Horizontal,L,0.055,9.78E-05,5.63E-04,-0.0004652,3,5.48E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Long,Vertical,R,0.032,5.90E-05,5.63E-04,-0.000504,3,7.18E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Long,Vertical,L,0.083,1.47E-04,5.63E-04,-0.000416,3,4.63E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Long,Diagonal,R,0.041,6.31E-05,5.63E-04,-0.0004999,3,0.002604146,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Long,Diagonal,L,0.048,8.56E-05,5.63E-04,-0.0004774,3,5.39E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Short,Horizontal,R,0.025,1.52E-04,5.63E-04,-0.000411,3,5.72E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Short,Horizontal,L,0.017,1.03E-04,5.63E-04,-0.00046,3,6.94E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,2,Short,Vertical,R,0.04,2.61E-04,5.63E-04,-0.000302,3,9.52E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Short,Vertical,L,0.026,1.98E-04,5.63E-04,-0.000365,3,1.30E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Short,Diagonal,R,0.039,1.60E-04,5.63E-04,-0.000403,3,1.06E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Short,Diagonal,L,0.033,1.30E-04,5.63E-04,-0.000433,3,2.65E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Medium,Horizontal,R,1.065,0.002694718,5.63E-04,0.002131718,3,1.08E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Medium,Horizontal,L,0.037,1.05E-04,5.63E-04,-0.000458,3,6.48E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Medium,Vertical,R,0.023,6.30E-05,5.63E-04,-0.0005,3,5.88E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Medium,Vertical,L,0.05,1.42E-04,5.63E-04,-0.000421,3,9.13E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Medium,Diagonal,R,0.041,8.97E-05,5.63E-04,-0.0004733,3,1.12E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Medium,Diagonal,L,0.05,1.22E-04,5.63E-04,-0.000441,3,7.83E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Long,Horizontal,R,0.065,1.26E-04,5.63E-04,-0.000437,3,9.86E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Long,Horizontal,L,0.058,1.04E-04,5.63E-04,-0.000459,3,1.98E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Long,Vertical,R,0.063,1.13E-04,5.63E-04,-0.00045,3,6.56E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Long,Vertical,L,1.017,0.002034,5.63E-04,0.001471,3,5.32E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Long,Diagonal,R,0.058,9.20E-05,5.63E-04,-0.000471,3,6.05E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Long,Diagonal,L,0.033,5.06E-05,5.63E-04,-0.0005124,3,1.01E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Short,Horizontal,R,0.029,2.08E-04,5.63E-04,-0.000355,3,8.24E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Short,Horizontal,L,0.028,1.74E-04,5.63E-04,-0.000389,3,1.35E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Short,Vertical,R,0.017,1.02E-04,5.63E-04,-0.000461,3,7.40E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Short,Vertical,L,0.027,2.27E-04,5.63E-04,-0.000336,3,4.69E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Short,Diagonal,R,0.083,3.31E-04,5.63E-04,-0.000232,3,7.28E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Short,Diagonal,L,0.058,1.89E-04,5.63E-04,-0.000374,3,9.21E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Medium,Horizontal,R,0.011,2.89E-05,5.63E-04,-0.0005341,3,1.50E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Medium,Horizontal,L,0.044,1.24E-04,5.63E-04,-0.000439,3,5.74E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Medium,Vertical,R,0.038,1.05E-04,5.63E-04,-0.000458,3,7.86E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Medium,Vertical,L,0.012,3.29E-05,5.63E-04,-0.0005301,3,6.39E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Medium,Diagonal,R,0.04,8.66E-05,5.63E-04,-0.0004764,3,8.97E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Medium,Diagonal,L,0.022,5.02E-05,5.63E-04,-0.0005128,3,1.26E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Long,Horizontal,R,0.012,2.11E-05,5.63E-04,-0.0005419,3,1.05E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Long,Horizontal,L,0.046,8.31E-05,5.63E-04,-0.0004799,3,5.13E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Long,Vertical,R,0.034,6.13E-05,5.63E-04,-0.0005017,3,4.75E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,2,Long,Vertical,L,0.014,2.47E-05,5.63E-04,-0.0005383,3,3.38E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,2,Long,Diagonal,R,0.04,6.38E-05,5.63E-04,-0.0004992,3,7.14E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,2,Long,Diagonal,L,0.047,7.44E-05,5.63E-04,-0.0004886,3,4.94E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,3,Short,Horizontal,R,0.026,2.07E-04,5.63E-04,-0.000356,3,5.33E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,3,Short,Horizontal,L,0.074,4.58E-04,5.63E-04,-0.000105,3,6.18E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,2,3,Short,Vertical,R,0.016,9.99E-05,5.63E-04,-0.0004631,3,5.88E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,3,Short,Vertical,L,0.057,2.91E-04,5.63E-04,-0.000272,3,4.86E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,1,3,Short,Diagonal,R,0.069,2.35E-04,5.63E-04,-0.000328,3,9.70E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,1,3,Short,Diagonal,L,0.03,1.29E-04,5.63E-04,-0.000434,3,9.18E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,1,3,Short,Horizontal,R,0.038,2.37E-04,5.63E-04,-0.000326,3,7.84E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,3,Short,Horizontal,L,0.018,1.12E-04,5.63E-04,-0.000451,3,9.13E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,3,Short,Vertical,R,0.006,3.51E-05,5.63E-04,-0.0005279,3,8.81E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,3,Short,Vertical,L,0.019,1.22E-04,5.63E-04,-0.000441,3,8.17E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,3,Short,Diagonal,R,0.016,5.14E-05,5.63E-04,-0.0005116,3,7.56E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,1,3,Short,Diagonal,L,0.026,7.36E-05,5.63E-04,-0.0004894,3,1.04E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,3,Medium,Horizontal,R,0.07,1.94E-04,5.63E-04,-0.000369,3,1.11E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,3,Medium,Horizontal,L,0.015,4.09E-05,5.63E-04,-0.0005221,3,1.04E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,2,3,Medium,Vertical,R,0.079,2.19E-04,5.63E-04,-0.000344,3,6.85E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,3,Medium,Vertical,L,0.012,3.31E-05,5.63E-04,-0.0005299,3,8.94E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,3,Medium,Diagonal,R,0.085,2.04E-04,5.63E-04,-0.000359,3,9.22E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,3,3,Medium,Diagonal,L,0.033,7.13E-05,5.63E-04,-0.0004917,3,5.91E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,3,Long,Horizontal,R,0.075,1.34E-04,5.63E-04,-0.000429,3,8.91E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,1,3,Long,Horizontal,L,0.051,9.17E-05,5.63E-04,-0.0004713,3,9.78E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,3,Long,Vertical,R,0.047,8.39E-05,5.63E-04,-0.0004791,3,1.18E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,3,Long,Vertical,L,0.036,6.50E-05,5.63E-04,-0.000498,3,9.72E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,3,Long,Diagonal,R,0.04,6.36E-05,5.63E-04,-0.0004994,3,1.14E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,3,Long,Diagonal,L,0.034,5.39E-05,5.63E-04,-0.0005091,3,1.03E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,3,Medium,Horizontal,R,0.065,1.83E-04,5.63E-04,-0.00038,3,7.98E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,1,3,Medium,Horizontal,L,0.03,8.18E-05,5.63E-04,-0.0004812,3,7.37E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,3,Medium,Vertical,R,0.05,1.42E-04,5.63E-04,-0.000421,3,1.42E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,3,Medium,Vertical,L,0.023,6.44E-05,5.63E-04,-0.0004986,3,1.94E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,3,Medium,Diagonal,R,0.023,4.92E-05,5.63E-04,-0.0005138,3,1.21E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,3,Medium,Diagonal,L,1.098,0.002828544,5.63E-04,0.002265544,3,1.10E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,3,Short,Horizontal,R,0.006,3.47E-05,5.63E-04,-0.0005283,3,7.93E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,3,Short,Horizontal,L,0.018,1.04E-04,5.63E-04,-0.000459,3,8.18E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,3,Short,Vertical,R,1.036,0.006511089,5.63E-04,0.005948089,3,1.16E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,1,3,Short,Vertical,L,0.067,4.18E-04,5.63E-04,-0.000145,3,1.50E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,3,Short,Diagonal,R,0.047,1.93E-04,5.63E-04,-0.00037,3,8.82E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,3,Short,Diagonal,L,0.067,2.14E-04,5.63E-04,-0.000349,3,1.17E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,3,Medium,Horizontal,R,0.017,4.72E-05,5.63E-04,-0.0005158,3,8.18E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,3,Medium,Horizontal,L,0.037,1.00E-04,5.63E-04,-0.000463,3,7.82E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,3,Medium,Vertical,R,0.046,1.27E-04,5.63E-04,-0.000436,3,1.53E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,1,3,Medium,Vertical,L,0.039,1.09E-04,5.63E-04,-0.000454,3,1.13E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,1,3,Medium,Diagonal,R,0.054,1.15E-04,5.63E-04,-0.000448,3,1.16E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,3,Medium,Diagonal,L,0.033,7.73E-05,5.63E-04,-0.0004857,3,7.76E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,3,Long,Horizontal,R,0.039,7.00E-05,5.63E-04,-0.000493,3,1.10E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,3,Long,Horizontal,L,0.037,6.66E-05,5.63E-04,-0.0004964,3,1.13E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,3,Long,Vertical,R,0.016,2.83E-05,5.63E-04,-0.0005347,3,8.51E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,3,Long,Vertical,L,0.03,5.09E-05,5.63E-04,-0.0005121,3,8.84E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,3,3,Long,Diagonal,R,0.035,5.78E-05,5.63E-04,-0.0005052,3,1.05E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,3,Long,Diagonal,L,1.008,0.001681771,5.63E-04,0.001118771,3,2.04E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,3,Long,Horizontal,R,0.052,9.25E-05,5.63E-04,-0.0004705,3,1.00E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,3,Long,Horizontal,L,0.012,2.12E-05,5.63E-04,-0.0005418,3,1.23E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,2,3,Long,Vertical,R,0.057,1.02E-04,5.63E-04,-0.000461,3,9.70E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,3,Long,Vertical,L,1.058,0.001887829,5.63E-04,0.001324829,3,8.41E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,1,3,Long,Diagonal,R,1.013,0.001624898,5.63E-04,0.001061898,3,6.90E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,1,3,Long,Diagonal,L,1.032,0.00170842,5.63E-04,0.00114542,3,1.50E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,1,4,Short,Horizontal,R,0.044,2.78E-04,5.63E-04,-0.000285,3,2.72E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Short,Horizontal,L,0.088,5.49E-04,5.63E-04,-0.000014,3,1.40E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Short,Vertical,R,0.079,4.82E-04,5.63E-04,-0.000081,3,1.30E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Short,Vertical,L,0.008,4.47E-05,5.63E-04,-0.0005183,3,1.22E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Short,Diagonal,R,0.047,1.80E-04,5.63E-04,-0.000383,3,7.84E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Short,Diagonal,L,0.007,2.58E-05,5.63E-04,-0.0005372,3,6.54E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Medium,Horizontal,R,1.028,0.002842905,5.63E-04,0.002279905,3,6.18E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Medium,Horizontal,L,1.07,0.002979565,5.63E-04,0.002416565,3,9.24E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Medium,Vertical,R,0.036,9.90E-05,5.63E-04,-0.000464,3,8.31E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Medium,Vertical,L,0.066,1.82E-04,5.63E-04,-0.000381,3,7.00E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Medium,Diagonal,R,0.038,8.39E-05,5.63E-04,-0.0004791,3,7.34E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Medium,Diagonal,L,0.059,1.42E-04,5.63E-04,-0.000421,3,8.06E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Long,Horizontal,R,0.021,3.73E-05,5.63E-04,-0.0005257,3,6.63E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Long,Horizontal,L,0.054,9.61E-05,5.63E-04,-0.0004669,3,8.20E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Long,Vertical,R,0.05,8.94E-05,5.63E-04,-0.0004736,3,7.72E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Long,Vertical,L,1.006,0.001788733,5.63E-04,0.001225733,3,5.46E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Long,Diagonal,R,1.024,0.001637905,5.63E-04,0.001074905,3,6.45E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Long,Diagonal,L,0.053,9.26E-05,5.63E-04,-0.0004704,3,9.69E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Short,Horizontal,R,0.095,5.63E-04,5.63E-04,0,3,9.94E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Short,Horizontal,L,0.025,1.51E-04,5.63E-04,-0.000412,3,1.15E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,2,4,Short,Vertical,R,0.011,6.87E-05,5.63E-04,-0.0004943,3,1.22E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Short,Vertical,L,0.007,4.40E-05,5.63E-04,-0.000519,3,6.75E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Short,Diagonal,R,1.093,0.003724588,5.63E-04,0.003161588,3,1.03E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Short,Diagonal,L,0.016,7.22E-05,5.63E-04,-0.0004908,3,8.70E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Medium,Horizontal,R,0.033,8.91E-05,5.63E-04,-0.0004739,3,6.91E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Medium,Horizontal,L,0.074,2.08E-04,5.63E-04,-0.000355,3,5.83E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Medium,Vertical,R,0.018,4.92E-05,5.63E-04,-0.0005138,3,1.06E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Medium,Vertical,L,0.016,4.44E-05,5.63E-04,-0.0005186,3,1.03E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Medium,Diagonal,R,0.073,1.73E-04,5.63E-04,-0.00039,3,7.36E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Medium,Diagonal,L,0.098,2.46E-04,5.63E-04,-0.000317,3,1.56E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Long,Horizontal,R,1.023,0.001900647,5.63E-04,0.001337647,3,1.20E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Long,Horizontal,L,0.075,1.33E-04,5.63E-04,-0.00043,3,9.39E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Long,Vertical,R,0.095,1.69E-04,5.63E-04,-0.000394,3,9.96E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Long,Vertical,L,0.019,3.31E-05,5.63E-04,-0.0005299,3,1.43E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Long,Diagonal,R,1.018,0.001542777,5.63E-04,0.000979777,3,4.52E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
23,3,2,4,Long,Diagonal,L,1.021,0.001763932,5.63E-04,0.001200932,3,1.36E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
23,3,3,4,Short,Horizontal,R,0.012,7.59E-05,5.63E-04,-0.0004871,3,1.27E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
23,3,1,4,Short,Horizontal,L,0.057,3.52E-04,5.63E-04,-0.000211,3,1.40E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
